GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
sampletest,org.jacoco.cli.internal.args4j.spi,ShortOptionHandler,10,0,0,0,3,0,2,0,2,0
sampletest,org.jacoco.cli.internal.args4j.spi,PathOptionHandler,29,0,0,0,6,0,3,0,3,0
sampletest,org.jacoco.cli.internal.args4j.spi,FloatOptionHandler,10,0,0,0,3,0,2,0,2,0
sampletest,org.jacoco.cli.internal.args4j.spi,URLOptionHandler,42,0,0,0,8,0,3,0,3,0
sampletest,org.jacoco.cli.internal.args4j.spi,EnumOptionHandler,146,0,10,0,22,0,8,0,3,0
sampletest,org.jacoco.cli.internal.args4j.spi,InetAddressOptionHandler,26,0,0,0,6,0,3,0,3,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.core.instr,Instrumenter.new ClassWriter() {...},12,0,0,0,2,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.core.instr,Instrumenter,386,0,16,0,98,0,26,0,16,0
sampletest,org.jacoco.cli.internal.core.internal.data,CompactDataInput,61,0,8,0,14,0,7,0,3,0
sampletest,org.jacoco.cli.internal.core.internal.data,CompactDataOutput,74,0,10,0,20,0,8,0,3,0
sampletest,org.jacoco.cli.internal.core.internal.data,CRC64,109,0,14,0,19,0,11,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,Agent.new Thread() {...},10,0,0,0,3,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,Agent.new Object() {...},33,0,0,0,1,0,1,0,1,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,CoverageTransformer,168,0,26,0,39,0,19,0,6,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,JmxRegistration,30,0,0,0,7,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,Offline,31,0,2,0,8,0,3,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,Agent,211,0,17,0,64,0,24,0,14,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,IExceptionLogger,5,0,0,0,1,0,1,0,1,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,ClassFileDumper,82,0,6,0,19,0,5,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,IExceptionLogger.new IExceptionLogger() {...},6,0,0,0,3,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,PreMain,120,0,2,0,16,0,5,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa,ConfigLoader,135,0,12,0,34,0,11,0,5,0
sampletest,org.jacoco.cli.internal.core.tools,ExecFileLoader,93,0,2,0,28,0,8,0,7,0
sampletest,org.jacoco.cli.internal.core.tools,ExecDumpClient,122,0,4,0,42,0,13,0,11,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.core.analysis,ICounter.CounterValue,54,0,0,0,6,0,1,0,1,0
sampletest,org.jacoco.cli.internal.core.analysis,CounterComparator,76,0,4,0,15,0,8,0,6,0
sampletest,org.jacoco.cli.internal.core.analysis,NodeComparator.new NodeComparator() {...},30,0,2,0,3,0,3,0,2,0
sampletest,org.jacoco.cli.internal.core.analysis,CoverageBuilder,138,0,12,0,28,0,13,0,7,0
sampletest,org.jacoco.cli.internal.core.analysis,ICoverageNode.CounterEntity,64,0,0,0,7,0,1,0,1,0
sampletest,org.jacoco.cli.internal.core.analysis,Analyzer.new ClassAnalyzer() {...},21,0,0,0,4,0,2,0,2,0
sampletest,org.jacoco.cli.internal.core.analysis,CoverageNodeImpl,204,0,11,0,48,0,23,0,15,0
sampletest,org.jacoco.cli.internal.core.analysis,ICoverageNode.ElementType,64,0,0,0,7,0,1,0,1,0
sampletest,org.jacoco.cli.internal.core.analysis,NodeComparator,46,0,0,0,12,0,4,0,4,0
sampletest,org.jacoco.cli.internal.core.analysis,CoverageNodeImpl.new Object() {...},47,0,0,0,1,0,1,0,1,0
sampletest,org.jacoco.cli.internal.core.analysis,ICounter.CounterValue,54,0,0,0,6,0,1,0,1,0
sampletest,org.jacoco.cli.internal.core.analysis,Analyzer,318,0,19,0,79,0,24,0,13,0
sampletest,org.jacoco.cli.internal.core.internal.flow,MethodProbesVisitor,18,0,0,0,11,0,8,0,8,0
sampletest,org.jacoco.cli.internal.core.internal.flow,MethodSanitizer,33,0,6,0,8,0,6,0,3,0
sampletest,org.jacoco.cli.internal.core.internal.flow,ClassProbesVisitor,9,0,0,0,4,0,2,0,2,0
sampletest,org.jacoco.cli.internal.core.internal.flow,LabelFlowAnalyzer,220,0,19,0,81,0,31,0,21,0
sampletest,org.jacoco.cli.internal.core.internal.flow,LabelInfo,223,0,36,0,60,0,38,0,20,0
sampletest,org.jacoco.cli.internal.core.internal.flow,ClassProbesAdapter.new MethodProbesVisitor() {...},3,0,0,0,1,0,1,0,1,0
sampletest,org.jacoco.cli.internal.core.internal.flow,ClassProbesAdapter.new MethodSanitizer() {...},60,0,2,0,11,0,3,0,2,0
sampletest,org.jacoco.cli.internal.core.internal.flow,FrameSnapshot,97,0,12,0,22,0,11,0,5,0
sampletest,org.jacoco.cli.internal.core.internal.flow,MethodProbesAdapter,236,0,27,0,57,0,26,0,12,0
sampletest,org.jacoco.cli.internal.core.internal.flow,ClassProbesAdapter,75,0,2,0,18,0,7,0,6,0
sampletest,org.jacoco.cli.internal.core.instr,Instrumenter.new ClassWriter() {...},12,0,0,0,2,0,2,0,2,0
sampletest,org.jacoco.cli.internal.core.instr,Instrumenter,386,0,16,0,98,0,26,0,16,0
sampletest,org.jacoco.cli.internal.report.html,HTMLFormatter.new IReportVisitor() {...},89,0,2,0,18,0,7,0,6,0
sampletest,org.jacoco.cli.internal.report.html,HTMLFormatter,188,0,2,0,43,0,17,0,16,0
sampletest,org.jacoco.cli.internal.report.internal.xml,ReportElement,152,0,2,0,38,0,14,0,13,0
sampletest,org.jacoco.cli.internal.report.internal.xml,XMLGroupVisitor,34,0,0,0,10,0,4,0,4,0
sampletest,org.jacoco.cli.internal.report.internal.xml,XMLCoverageWriter,152,0,16,0,34,0,15,0,7,0
sampletest,org.jacoco.cli.internal.report.internal.xml,XMLElement,323,0,35,0,84,0,31,0,12,0
sampletest,org.jacoco.cli.internal.report,JavaNames,262,0,34,0,54,0,27,0,10,0
sampletest,org.jacoco.cli.internal.report,MultiSourceFileLocator,43,0,4,0,13,0,6,0,4,0
sampletest,org.jacoco.cli.internal.report,DirectorySourceFileLocator,25,0,2,0,7,0,3,0,2,0
sampletest,org.jacoco.cli.internal.report,FileMultiReportOutput,43,0,2,0,10,0,4,0,3,0
sampletest,org.jacoco.cli.internal.report,MultiReportVisitor,39,0,4,0,9,0,5,0,3,0
sampletest,org.jacoco.cli.internal.report,MultiGroupVisitor,50,0,4,0,10,0,5,0,3,0
sampletest,org.jacoco.cli.internal.report,InputStreamSourceFileLocator,52,0,6,0,13,0,6,0,3,0
sampletest,com.vladium.emma.rt,RT,19,0,0,0,6,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,LookupSwitchInsnNode,99,0,4,0,19,0,6,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,VarInsnNode,33,0,0,0,10,0,5,0,5,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,LineNumberNode,30,0,0,0,8,0,4,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,LocalVariableNode,38,0,0,0,11,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,MultiANewArrayInsnNode,32,0,0,0,9,0,4,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,TryCatchBlockNode,145,0,18,0,27,0,12,0,3,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,UnsupportedClassVersionException,3,0,0,0,1,0,1,0,1,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,MethodNode.new ArrayList() {...},15,0,0,0,3,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,LabelNode,38,0,2,0,14,0,8,0,7,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,MethodInsnNode,67,0,2,0,15,0,7,0,6,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,LdcInsnNode,25,0,0,0,8,0,4,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,Util,367,0,42,0,65,0,33,0,12,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,TypeAnnotationNode,26,0,2,0,8,0,3,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,FieldInsnNode,47,0,0,0,12,0,5,0,5,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,LocalVariableAnnotationNode,96,0,2,0,17,0,4,0,3,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,FrameNode,230,0,28,0,55,0,24,0,6,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,InsnNode,22,0,0,0,7,0,4,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,TypeInsnNode,33,0,0,0,10,0,5,0,5,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,ParameterNode,16,0,0,0,6,0,2,0,2,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,InsnList.InsnListIterator,224,0,30,0,56,0,25,0,10,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,AbstractInsnNode,199,0,18,0,38,0,17,0,8,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,MethodNode,1285,0,182,0,268,0,132,0,41,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,TableSwitchInsnNode,75,0,2,0,15,0,5,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,JumpInsnNode,36,0,0,0,10,0,5,0,5,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,IincInsnNode,32,0,0,0,9,0,4,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,InvokeDynamicInsnNode,46,0,0,0,11,0,4,0,4,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,IntInsnNode,33,0,0,0,10,0,5,0,5,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,AnnotationNode,365,0,60,0,79,0,41,0,11,0
sampletest,org.jacoco.agent.rt.internal_f3994fa.asm.tree,InsnList,597,0,62,0,190,0,55,0,24,0
sampletest,org.jacoco.cli.internal.report.internal,NormalizedFileNames,145,0,12,0,32,0,11,0,5,0
sampletest,org.jacoco.cli.internal.report.internal,AbstractGroupVisitor,52,0,2,0,18,0,6,0,5,0
sampletest,org.jacoco.cli.internal.report.internal,ReportOutputFolder,144,0,10,0,26,0,12,0,7,0
sampletest,org.jacoco.cli.internal.core.internal,Pack200Streams.NoCloseInput,5,0,0,0,3,0,2,0,2,0
sampletest,org.jacoco.cli.internal.core.internal,ContentTypeDetector,81,0,10,0,21,0,11,0,5,0
sampletest,org.jacoco.cli.internal.core.internal,InputStreams,24,0,2,0,8,0,2,0,1,0
sampletest,org.jacoco.cli.internal.core.internal,Pack200Streams,151,0,0,0,31,0,3,0,3,0
